COUNTRY,Transfusion Rate (US),Transfusions - Better than expected (US),Transfusions - As expected (US),Transfusions - Worse than expected (US),Percentage of adult HD patients with Kt/V>=1.2,Percentage Of Adult PD Patients With Kt/V>=1.7,Percentage Of Pediatric HD Patients With Kt/V>=1.2,Percentage Of Pediatric PD Patients With Kt/V>=1.8,Percentage Of Pediatric HD Patients With nPCR,Fistula Rate (US),Fistula Rate - Better Than Expected (US),Fistula Rate - As Expected (US),Fistula Rate - Worse Than Expected (US),Percentage Of Adult Patients With Long Term Catheter In Use,Percentage Of Adult Patients With Hypercalcemia (Serum Calcium Greater Than 10.2 Mg/dL),Percentage Of Adult Patients With Serum Phosphorus Less Than 3.5 Mg/dL,Percentage Of Adult Patients With Serum Phosphorus Between 3.5-4.5 Mg/dL,Percentage Of Adult Patients With Serum Phosphorus Between 4.6-5.5 Mg/dL,Percentage Of Adult Patients With Serum Phosphorus Between 5.6-7.0 Mg/dL,Percentage Of Adult Patients With Serum Phosphorus Greater Than 7.0 Mg/dL,Hospitalization Rate (US),Hospitalizations - Better Than Expected (US),Hospitalizations - As Expected (US),Hospitalizations - Worse Than Expected (US),Readmission Rate (US),Hospital Readmission - Better Than Expected (US),Hospital Readmission - As Expected (US),Hospital  Readmission - Worse Than Expected (US),Mortality Rate (US),Survival - Better Than Expected (US),Survival - As Expected (US),Survival - Worse Than Expected (US),First Year Standardized Kidney Transplant Waitlist Ratio (US),Incident Patients Transplant Waitlisting - Better Than Expected (US),Incident Patients Transplant Waitlisting - As Expected (US),Incident Patients Transplant Waitlisting - Worse Than Expected (US),Percentage of Prevalent Patients Waitlisted for Kidney Transplant (US),Prevalent Patients Transplant Waitlisting- Better Than Expected (US),Prevalent Patients Transplant Waitlisting - As Expected (US),Prevalent Patients Transplant Waitlisting - Worse Than Expected (US),Healthcare worker COVID-19 vaccination adherence percentage (US),Percentage Of Patients With Hgb<10 g/dL (US),Percentage of patients with Hgb>12 g/dL (US),Infection - Better than expected (US),Infection - As expected (US),Infection - Worse than expected (US),Standardized ED visits ratio (US),SEDR - Better Than Expected (US),SEDR - As Expected (US),SEDR - Worse Than Expected (US),Standardized ED visits within 30 days of hospital discharge ratio (US),ED30 - Better Than Expected (US),ED30 - As Expected (US),ED30 - Worse Than Expected (US),Standardized Modality Switch Ratio,N FOR SMSR CATEGORY 1: SMSR-Better than expected (US),N FOR SMSR CATEGORY 2: SMSR-As Expected (US),N FOR SMSR CATEGORY 3: SMSR-Worse than expected (US)
NATION,32.5,6,4261,321,97.0,92.0,87.0,78.0,91.0,57.1,283,6473,249,19.0,1.0,7.0,22.0,27.0,26.0,18.0,148.0,61,6859,311,27.2,135,6703,216,22.2,162,6800,214,1.0,290,3892,183,16.5,390,6734,151,4.0,21.0,1.0,2810,3552,47,0.99,26,6417,405,1.04,129,6515,178,1.0,575,5517,450
